Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
2018-1-HR01-KA103-046931,2018-2019,2018-08,2019-01,180.0,Student mobility for traineeships between Programme Countries,Law,HR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,27,HR,Zagreb,SVEUCILISTE U ZAGREBU,HR ZAGREB01,AT,Wien,DLA PIPER WEISS TESSBACH RECHTSANWALTE GMBH,-,1.0
2014-1-DE02-KA102-000161,2015-2016,2015-03,2015-04,19.0,VET learners traineeships in companies abroad,Business and administration,DE,??? - ? Unknown ?,Male,Learner,No,No,No,19,DE,Kiel,KulturLife gGmbH,-,UK,Bournemouth,Bournemouth Educational Centre Limited,-,2.0
2015-1-ES01-KA103-014290,2015-2016,2015-09,2016-07,298.0,Student mobility for studies between Programme Countries,Medicine,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,ES,BADAJOZ,UNIVERSIDAD DE EXTREMADURA,E  BADAJOZ01,PT,LISBOA,UNIVERSIDADE NOVA DE LISBOA,P  LISBOA03,1.0
2019-1-SI01-KA101-060350,2019-2020,2019-10,2019-10,6.0,Structured Courses/Training Events,Education,SI,??? - ? Unknown ?,Female,Staff,No,No,No,38,SI,Sencur,Osnovna sola Sencur,-,PT,Lizbona,"Outdoored, s.r.o",-,1.0
2016-1-AT01-KA103-016382,2017-2018,2017-01,2017-07,179.0,Student mobility for traineeships between Programme Countries,"Biological and related sciences, not elsewhere classifed",AT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23,AT,Wien,"FH-CAMPUS WIEN - VEREIN ZUR FORDERUNG DES FACHHOCHSCHUL-, ENTWICKLUNGS- UND FORSCHUNGSZENTRUMS IM SUDEN WIENS",A  WIEN63,ES,Santander,Instituto de Biomedicina y Biotechnología de Cantabria,-,1.0
2017-1-HR01-KA105-035166,2017-2018,2017-09,2017-09,6.0,Youth Exchanges - Programme Countries,? Unknown ?,SK,??? - ? Unknown ?,Female,Learner,No,No,Yes,22,SK,STROPKOV,"A.D.E.L. - ASSOCIATION FOR DEVELOPMENT, EDUCATION AND LABOUR",-,HR,Orebic,OGRANAK MATICE HRVATSKE U OREBICU,-,1.0
2016-1-DE01-KA103-002742,2016-2017,2016-08,2016-12,94.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20,DE,Vallendar,WHU  Otto Beisheim School of Management,D  KOBLENZ03,ES,BARCELONA,UNIVERSITAT RAMON LLULL FUNDACIO PRIVADA,E  BARCELO16,1.0
2016-1-DE04-KA105-013994,2016-2017,2016-06,2016-06,2.0,Advance Planning Visit – Youth Exchange,? Unknown ?,TR,??? - ? Unknown ?,Male,Learner,No,Yes,Yes,28,TR,Istanbul,Kisa Dalga Genclik Merkezi,-,DE,Cologne,ROOTS & ROUTES COLOGNE EV,-,1.0
2014-1-NL01-KA103-000952,2014-2015,2014-09,2015-02,138.0,Student mobility for studies between Programme Countries,Law,NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,NL,Utrecht,UNIVERSITEIT UTRECHT,NL UTRECHT01,CZ,Praha,UNIVERZITA KARLOVA V PRAZE,CZ PRAHA07,1.0
2018-1-ES01-KA103-047487,2019-2020,2019-08,2019-08,5.0,Staff mobility for training between Programme Countries,? Unknown ?,ES,??? - ? Unknown ?,Female,Staff,No,No,No,-,ES,MALAGA,UNIVERSIDAD DE MALAGA,E  MALAGA01,IT,ROMA,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,I  ROMA01,1.0
2015-1-LT01-KA103-013105,2015-2016,2015-09,2016-02,149.0,Student mobility for studies between Programme Countries,Political sciences and civics,LT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,LT,VILNIUS,VILNIAUS UNIVERSITETAS,LT VILNIUS01,PT,LISBOA,UNIVERSIDADE NOVA DE LISBOA,P  LISBOA03,1.0
2017-1-IT02-KA103-035370,2018-2019,2018-03,2018-03,6.0,Staff mobility for teaching between Programme Countries,Psychology,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Staff,No,No,No,-,IT,ROMA,LIBERA UNIVERSITA MARIA SS. ASSUNTA DI ROMA,I  ROMA04,ES,BADAJOZ,UNIVERSIDAD DE EXTREMADURA,E  BADAJOZ01,1.0
2017-1-ES02-KA105-009263,2017-2018,2017-07,2017-07,7.0,Youth Exchanges - Programme Countries,? Unknown ?,EL,??? - ? Unknown ?,Male,Learner,No,No,No,23,EL,Katerini,YOUTHphoria,-,ES,Barcelona,"Taller d'Art, Cultura i Creació",-,1.0
2015-1-FR01-KA102-014855,2017-2018,2017-01,2017-02,30.0,VET learners traineeships in companies abroad,Personal services,FR,??? - ? Unknown ?,Female,Learner,No,No,No,19,FR,T�tes,Maison Familiale Rurale de Totes,-,ES,Monreal del Campo,Fundación Residencias Monreal - San José,-,1.0
2015-1-LV02-KA105-000670,2015-2016,2015-07,2015-07,7.0,Youth Exchanges - Programme Countries,? Unknown ?,BG,??? - ? Unknown ?,Female,Learner,No,No,No,24,BG,???????,"""Obshtestven komitet ""Vasil Levski"" - Gabrovo""",-,LV,Ventspils,Ventspils regionalais nevalstisko organizaciju atbalsta centrs,-,1.0
2016-1-LU02-KA105-000226,2016-2017,2016-12,2016-12,7.0,Youth Exchanges - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Learner,No,No,No,21,PL,Warsaw,Youth Poland,-,LU,Ellange,CRE8 asbl,-,1.0
2014-1-FR01-KA102-000489,2016-2017,2016-01,2016-02,13.0,VET learners traineeships in companies abroad,"Hotel, restaurants and catering",FR,??? - ? Unknown ?,Male,Learner,No,No,No,19,FR,RENNES,CHAMBRE COMMERCE ET INDUSTRIE DE RENNES,-,ES,BARCELONE,HOTEL SILKEN DIAGONAL,-,1.0
2018-1-CY01-KA103-046745,2019-2020,2019-06,2019-08,60.0,Student mobility for traineeships between Programme Countries,Accounting and taxation,CY,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23,CY,NICOSIA,UNIVERSITY OF CYPRUS,CY NICOSIA01,EL,Athens,MA.CON.STRUCTION,-,1.0
2017-1-PT01-KA103-035448,2018-2019,2018-07,2018-08,60.0,Student mobility for traineeships between Programme Countries,"Agriculture, not further defined",PT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20,PT,LISBOA,UNIVERSIDADE DE LISBOA,P  LISBOA109,ES,Málaga,"Trops, S.A.T. 2803",-,1.0
2016-1-FR01-KA103-022239,2017-2018,2017-08,2017-08,3.0,Staff mobility for teaching between Programme Countries,Law,FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,-,FR,LA ROCHELLE,UNIVERSITE DE LA ROCHELLE,F  LA-ROCH08,CZ,OLOMOUC,UNIVERZITA PALACKEHO V OLOMOUCI,CZ OLOMOUC01,1.0
2018-1-HR01-KA103-046931,2018-2019,2018-10,2019-03,147.0,Student mobility for traineeships between Programme Countries,Biology,HR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23,HR,Zagreb,SVEUCILISTE U ZAGREBU,HR ZAGREB01,ES,Vic,FUNDACIO UNIVERSITARIA BALMES,E  VIC01,1.0
2016-1-PL01-KA103-023615,2016-2017,2016-10,2017-08,299.0,Student mobility for studies between Programme Countries,"Humanities (except languages), not elsewhere classified",UZ,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19,PL,WROCLAW,UNIWERSYTET WROCLAWSKI,PL WROCLAW01,DE,MARBURG,PHILIPPS UNIVERSITAET MARBURG,D  MARBURG01,1.0
2018-2-FR02-KA105-014594,2019-2020,2019-06,2019-06,5.0,Mobility of youth workers - Programme Countries,? Unknown ?,TR,??? - ? Unknown ?,Male,Staff,No,Yes,No,26,TR,BURSA,KULTUR EGITIM ve PROJE DERNEGI,-,TR,BURSA,KULTUR EGITIM ve PROJE DERNEGI,-,1.0
2018-1-EL02-KA105-003872,2018-2019,2018-06,2018-06,6.0,Mobility of youth workers - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Staff,No,Yes,No,29,PL,CZERSK,EURO-MEDITERRANEAN ASSOCIATION OF EXCHANGES VOLUNTEERING EVENTS POLSKA,-,EL,Lavrio,EVROPAIKO ETHELONTIKO KAI EKPAIDEFTIKO KENTRO,-,1.0
2017-1-PL01-KA101-036891,2018-2019,2018-07,2018-07,12.0,Structured Courses/Training Events,Education,PL,??? - ? Unknown ?,Female,Staff,No,No,No,39,PL,Gdańsk,Zespol Szkolno Przedszkolny nr 1,-,MT,Valletta,Easy School of Languages,-,1.0
2017-2-SI02-KA135-014228,2018-2019,2018-08,2018-09,50.0,European Voluntary Service - Partner Countries,? Unknown ?,BA,??? - ? Unknown ?,Female,Learner,No,Yes,No,27,BA,Banjaluka,Penjacki Klub Extreme,-,SI,Trbovlje,ZAVOD ZA MLADINO IN ŠPORT TRBOVLJE,-,1.0
2014-1-DE02-KA104-000729,2016-2017,2016-02,2016-02,6.0,Staff training abroad,Horticulture,DE,??? - ? Unknown ?,Male,Staff,No,No,No,40,DE,Ganzlin,Verein zur Förderung angemessener Lebensweisen,-,CY,Walled City of Nicosia,Between the Lines. An Office of Urban Architecture ltd.,-,1.0
2014-1-UK01-KA103-000070,2015-2016,2015-03,2015-08,184.0,Student mobility for traineeships between Programme Countries,Engineering and engineering trades,UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21,UK,GLASGOW,THE GLASGOW CALEDONIAN UNIVERSITY,UK GLASGOW08,DE,Esslingen,SEBE-Traineeship-Organisation-1,-,1.0
2017-1-PT01-KA103-035245,2017-2018,2017-09,2018-01,136.0,Student mobility for studies between Programme Countries,"Fashion, interior and industrial design",PT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,PT,Porto,UNIVERSIDADE DO PORTO,P  PORTO02,HU,Budapest,Moholy-Nagy muveszeti egyetem,HU BUDAPES27,1.0
2015-1-DE01-KA103-001700,2016-2017,2016-01,2016-06,149.0,Student mobility for studies between Programme Countries,"Languages, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,DE,Siegen,UNIVERSITAET SIEGEN,D  SIEGEN01,DK,Århus,AARHUS UNIVERSITET,DK ARHUS01,1.0
2018-1-ES01-KA103-047473,2019-2020,2019-02,2019-06,137.0,Student mobility for studies between Programme Countries,Biology,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,ES,BARCELONA,UNIVERSITAT DE BARCELONA,E  BARCELO01,SE,LUND,LUNDS UNIVERSITET,S  LUND01,1.0
2016-1-UK01-KA105-023416,2016-2017,2016-10,2016-11,8.0,Mobility of youth workers - Partner Countries,? Unknown ?,AM,??? - ? Unknown ?,Male,Staff,No,No,No,20,AM,Yerevan,Armenian Progressive Youth,-,UK,South Downs,NEFELI EDUCATION COMMUNITY INTEREST COMPANY,-,1.0
2015-1-CZ01-KA101-013626,2017-2018,2017-01,2017-01,10.0,Structured Courses/Training Events,Education,CZ,??? - ? Unknown ?,Female,Staff,No,No,No,25,CZ,Kolín,"Základní skola Kolin V., Mnichovická 62",-,UK,Broadstairs,Hilderstone College,-,1.0
2014-1-EE01-KA102-000140,2016-2017,2016-05,2016-05,13.0,Staff training abroad,Teacher training with subject specialization,EE,??? - ? Unknown ?,Female,Staff,No,No,No,45,EE,Narva,Ida-Virumaa Kutsehariduskeskus - Narva õppekoht,-,NL,Groningen,ROC Noorderpoort,-,1.0
2018-3-TR01-KA105-062039,2019-2020,2019-05,2019-05,7.0,Youth Exchanges - Programme Countries,? Unknown ?,CZ,??? - ? Unknown ?,Female,Learner,No,Yes,No,20,CZ,Dobr?ice,Czech Youth Association z.s.,-,TR,Mersin,Countryside Youth,-,1.0
2015-1-UK01-KA101-013235,2017-2018,2017-04,2017-04,5.0,Structured Courses/Training Events,Languages,FR,??? - ? Unknown ?,Male,Staff,No,No,No,32,UK,Lewes,Priory School,-,ES,Cadiz,Escuela Internacional de Espanol SIC,-,1.0
2015-1-NL01-KA103-008731,2016-2017,2016-04,2016-08,129.0,Student mobility for traineeships between Programme Countries,Computer use,NL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,21,NL,Tilburg,TECHNISCHE UNIVERSITEIT EINDHOVEN,NL EINDHOV17,IT,sdbvasdvasd,World Food Programme,-,1.0
2014-1-IT02-KA103-003139,2014-2015,2014-09,2015-02,153.0,Student mobility for studies between Programme Countries,"Travel, tourism and leisure",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,IT,VARESE,UNIVERSITA DEGLI STUDI DELL'INSUBRIA,I  VARESE02,ES,SEVILLA,UNIVERSIDAD DE SEVILLA,E  SEVILLA01,1.0
2018-1-PT01-KA103-046934,2019-2020,2019-09,2019-11,67.0,Student mobility for traineeships between Programme Countries,Medicine,PT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24,PT,LISBOA,UNIVERSIDADE DE LISBOA,P  LISBOA109,DE,Berlim,Vivantes Klinikum Neukoelln,-,1.0
2019-1-DE01-KA103-004414,2019-2020,2019-09,2020-01,133.0,Student mobility for studies between Programme Countries,"Languages, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,25,DE,Augsburg,UNIVERSITAET AUGSBURG,D  AUGSBUR01,ES,Sevilla,UNIVERSIDAD PABLO DE OLAVIDE,-,1.0
2019-1-BG01-KA101-061816,2019-2020,2019-07,2019-07,5.0,Structured Courses/Training Events,Languages,BG,??? - ? Unknown ?,Female,Staff,No,No,No,55,BG,SOFIA,NATSIONALNA FINANSOVO-STOPANSKA GIMNAZIYA,-,IE,Dublin,TWIN ENGLISH CENTRE IRELAND LIMITED,-,1.0
2014-3-IT03-KA105-004929,2015-2016,2015-06,2015-06,7.0,Youth Exchanges - Partner Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Learner,No,No,Yes,33,IT,VIGLIANO BIELLESE,ASS TUR PRO LOCO VIGLIANO,-,IT,VIGLIANO BIELLESE,ASS TUR PRO LOCO VIGLIANO,-,1.0
2015-1-FR01-KA103-013152,2015-2016,2015-09,2016-02,165.0,Student mobility for traineeships between Programme Countries,Electricity and energy,FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,21,FR,SEVENANS,UNIVERSITE DE TECHNOLOGIE DE BELFORT - MONTBELIARD,F  BELFORT06,DE,SCHWIEDERBERDINGEN,BOSCH,-,1.0
2016-1-FR01-KA102-023084,2017-2018,2017-11,2017-11,2.0,Staff training abroad,Building and civil engineering,FR,??? - ? Unknown ?,Male,Staff,No,No,No,44,FR,GAP,Lycee Professionnel Paul Heraud,-,IE,Dublin,C+W O'BRIEN Architects,-,1.0
2018-1-NL01-KA103-038764,2018-2019,2018-10,2019-01,115.0,Student mobility for studies between Programme Countries,"Humanities (except languages), not further defined",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,NL,Rotterdam,ERASMUS UNIVERSITEIT ROTTERDAM,NL ROTTERD01,UK,Leeds,UNIVERSITY OF LEEDS,UK LEEDS01,1.0
2018-1-ES01-KA102-048326,2019-2020,2019-03,2019-03,3.0,ErasmusPro - Mobility of VET learners (3 to 12 months),Education,ES,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,43,ES,Valencia,CIPFP Ausias March,E  VALENCI43,MT,MALTA,FIBONACCI MARKETING,-,1.0
2019-1-IT02-KA103-061166,2019-2020,2019-09,2020-01,145.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,23,IT,NAPOLI,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,I  NAPOLI03,LV,RIGA,RIGAS TEHNISKA UNIVERSITATE,LV RIGA02,1.0
2016-1-FR01-KA102-023591,2017-2018,2017-12,2017-12,14.0,VET learners traineeships in companies abroad,Education,FR,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,27,FR,marseille,Centres d'Entrainement aux Méthodes d'Education Active PACA,-,DE,HAMBURG,DOCK EUROPE EV,-,1.0
2018-1-FR01-KA101-047125,2019-2020,2019-02,2019-03,5.0,Job Shadowing,Management and administration,FR,??? - ? Unknown ?,Female,Staff,No,No,No,44,FR,PEYREHORADE,Collège du Pays d'Orthe,-,ES,Logro�o,Centro de Innovaci�n y Formaci�n Educativa,-,1.0
2018-1-PT01-KA116-046985,2019-2020,2019-06,2019-06,5.0,Mobility of VET learners (2 weeks up to 3 months),Chemistry,PT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,56,PT,ARCOS DE VALVEDEZ,EPRALIMA - ESCOLA PROFISSIONAL DOALTO LIMA - COOPERATIVA DE INTERESSE PUBLICO E RESPONSABILIDADE LIMITADA,-,RO,Brasov,Dual Smart S.R.L.,-,1.0
2014-1-TR01-KA103-002299,2014-2015,2014-09,2015-01,125.0,Student mobility for studies between Programme Countries,Statistics,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,24,TR,ISTANBUL,MIMAR SINAN FINE ARTS UNIVERSITY,TR ISTANBU06,PT,LISBOA,UNIVERSIDADE NOVA DE LISBOA,P  LISBOA03,1.0
2016-1-FR02-KA105-011501,2016-2017,2016-06,2016-07,12.0,Youth Exchanges - Partner Countries,? Unknown ?,AM,??? - ? Unknown ?,Male,Learner,No,Yes,No,20,AM,sevan,ville de sevan,-,FR,GRENOBLE,COMMUNE DE GRENOBLE,-,1.0
2016-1-PL01-KA102-025556,2017-2018,2017-05,2017-05,26.0,VET learners traineeships in companies abroad,Education,PL,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,18,PL,Wielun,Zespol Szkol nr 3 im. Mikolaja Kopernika,-,MT,Naxxar,ImproveAway,-,5.0
2018-3-TR01-KA105-061870,2019-2020,2019-05,2019-05,5.0,Mobility of youth workers - Partner Countries,? Unknown ?,MA,??? - ? Unknown ?,Female,Staff,No,Yes,No,27,MA,Rabat,Mediterranean Forum For Social Development,-,TR,İzmir,Surdurulebilir Kalkinma ve Girisimcilik Dernegi,-,1.0
2018-3-RO01-KA105-061315,2019-2020,2019-11,2019-11,10.0,Youth Exchanges - Partner Countries,? Unknown ?,TR,??? - ? Unknown ?,Female,Learner,No,Yes,No,23,TR,Karaman,Karaman Genclik Kulubu Dernegi (Karaman Youth Club Association),-,RO,Comanesti,Asociatia Generatia Schimbarii - AGES,-,1.0
2019-1-TR01-KA103-062463,2019-2020,2019-09,2020-06,269.0,Student mobility for studies between Programme Countries,Sociology and cultural studies,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,TR,ESKISEHIR,ANADOLU UNIVERSITY,TR ESKISEH01,IT,PADOVA,UNIVERSITA DEGLI STUDI DI PADOVA,I  PADOVA01,1.0
2014-1-TR01-KA105-001457,2015-2016,2015-09,2015-10,45.0,European Voluntary Service - Partner Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Learner,No,No,No,26,IT,Milan,Scambieuropei,-,TR,Gaziantep,Gaziantep Egitim ve Genclik Dernegi,-,1.0
2014-1-NL01-KA103-000920,2014-2015,2014-09,2014-12,110.0,Student mobility for studies between Programme Countries,Management and administration,HU,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,23,NL,GRONINGEN,RIJKSUNIVERSITEIT GRONINGEN,NL GRONING01,FR,LILLE,INSTITUT ECONOMIE SCIENTIFIQUE GESTION,F  LILLE79,1.0
2017-2-FR02-KA105-013350,2017-2018,2017-11,2017-11,5.0,Youth Exchanges - Programme Countries,? Unknown ?,BE,??? - ? Unknown ?,Female,Learner,No,No,No,17,BE,Brussel,BRONKS Jeugdtheater,-,FR,Lille,LE GRAND BLEU,-,1.0
2018-1-DE01-KA103-003699,2018-2019,2018-09,2019-01,136.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23,DE,Kassel,UNIVERSITAET KASSEL,D  KASSEL01,SE,Umeå,UMEA UNIVERSITET,-,1.0
2014-1-ES01-KA103-000911,2015-2016,2015-01,2015-06,151.0,Student mobility for studies between Programme Countries,Languages,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19,ES,VIGO PONTEVEDRA,UNIVERSIDAD DE VIGO,E  VIGO01,FR,PARIS,UNIVERSITE DE PARIS-SORBONNE (PARIS IV),F  PARIS004,1.0
2016-1-PL01-KA103-023881,2016-2017,2016-09,2017-02,126.0,Student mobility for studies between Programme Countries,Literature and linguistics,PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22,PL,Pozna?,UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU,PL POZNAN01,AT,Wien,UNIVERSITAT WIEN,A  WIEN01,2.0
2014-1-FR01-KA103-000150,2015-2016,2015-04,2015-04,4.0,Staff mobility for teaching between Programme Countries,Computer use,FR,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,Staff,No,No,No,-,FR,VILLETANEUSE,UNIVERSITE PARIS 13,F  PARIS013,BE,KORTRIJK,HOGESCHOOL WEST-VLAANDEREN HOWEST,B  KORTRIJ03,1.0
2018-1-EL01-KA102-046913,2018-2019,2018-10,2018-11,14.0,Mobility of VET learners (2 weeks up to 3 months),Mechanics and metal trades,EL,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,48,EL,HERAKLION,KEK TEHNIKES SHOLES EPIMELITIRIOU IRAKLEIOU,-,DE,DUSSELDORF,GSI - GESELLSCHAFT FUR SCHWEISSTECHNIK INTERNATIONAL MBH,-,1.0
2016-1-LV02-KA105-001130,2016-2017,2016-07,2016-07,2.0,Advance Planning Visit – Youth Exchange,? Unknown ?,EE,??? - ? Unknown ?,Female,Learner,No,No,Yes,29,EE,Narva,Noorteorganisatsioon Ida Noored,-,LV,R�ga,Kultura. Iecietiba. Draudziba,-,1.0
2018-1-RS01-KA102-000278,2019-2020,2019-04,2019-04,6.0,Staff training abroad,"Hotel, restaurants and catering",RS,??? - ? Unknown ?,Female,Staff,No,No,No,45,RS,Sombor,Srednja ekonomska skola Sombor,-,PT,BARCELOS,ASSOCIAÇÃO TERRAS LUSAS-MOVIMENTOS EUROPEUS,-,1.0
2018-1-DE01-KA103-003777,2018-2019,2018-09,2018-12,108.0,Student mobility for studies between Programme Countries,"Biological and related sciences, not further defined",DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,24,DE,Frankfurt am Main,JOHANN WOLFGANG GOETHE-UNIVERSITATFRANKFURT AM MAIN,D  FRANKFU01,NO,Bergen,UNIVERSITETET I BERGEN,-,1.0
2017-1-CZ01-KA103-034420,2017-2018,2017-10,2018-02,129.0,Student mobility for studies between Programme Countries,"Arts, not further defined",CZ,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24,CZ,PILSEN,ZAPADOCESKA UNIVERZITA V PLZNI,CZ PLZEN01,PL,LODZ,Akademia Sztuk Pieknych im. Wladyslawa Strzeminskiego w Lodzi,PL LODZ05,1.0
2018-1-FI01-KA102-046925,2019-2020,2019-03,2019-05,84.0,Mobility of VET learners (2 weeks up to 3 months),"Arts, not elsewhere classified",FI,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,26,FI,HELSINKI,ALLIANSSIN KEHITTAMISPALVELUT OY,-,DE,Berlin,Education GmbH,-,1.0
2018-1-UK01-KA104-047027,2019-2020,2019-03,2019-04,9.0,Structured Courses/Training Events,Education,UK,??? - ? Unknown ?,Male,Staff,No,No,No,62,UK,Glasgow,Common Weal Limited,-,ES,Abella de la Conca,Col·lectiu Eco-Actiu,-,1.0
2018-1-SK01-KA103-045845,2019-2020,2019-01,2019-06,149.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",SK,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23,SK,NITRA,SLOVENSKA POLNOHOSPODARSKA UNIVERZITA V NITRE,SK NITRA02,PT,FARO,UNIVERSIDADE DO ALGARVE,P  FARO02,2.0
2019-1-FI01-KA103-060596,2019-2020,2019-09,2020-06,259.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",FI,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,FI,Helsinki,HAAGA-HELIA AMMATTIKORKEAKOULU OY,SF HELSINK40,DE,REUTLINGEN,HOCHSCHULE REUTLINGEN - TECHNIK-WIRTSCHAFT-INFORMATIK-DESIGN,D  REUTLIN02,1.0
2018-1-FR01-KA116-047328,2019-2020,2019-12,2020-03,91.0,ErasmusPro - Mobility of VET learners (3 to 12 months),"Veterinary, not elsewhere classified",FR,ISCED-3 - Upper secondary education,Male,Learner,No,Yes,No,22,FR,LA FORCE,MFR du Bergeracois,-,ES,EL PRAT DE LLOBREGAT - BARCELONA,CRAM - Fundació per a la Conservació i Recuperació d'Animals Marins,-,1.0
2018-1-CZ01-KA103-047716,2019-2020,2019-05,2019-05,7.0,Staff mobility for training between Programme Countries,? Unknown ?,CZ,??? - ? Unknown ?,Male,Staff,No,No,No,-,CZ,PRAHA,CESKA ZEMEDELSKA UNIVERZITA V PRAZE,CZ PRAHA02,IT,Piombino,Poggio All´Agnello,-,1.0
2014-2-HR01-KA105-007132,2014-2015,2014-11,2014-12,8.0,Youth Exchanges - Partner Countries,? Unknown ?,RU,??? - ? Unknown ?,Female,Learner,No,No,Yes,30,RU,Novosibirsk,MBU 'Center 'Molodezhniy',-,HR,Solin,Odred izvidjaca pomoraca Posejdon,-,1.0
2015-1-MK01-KA101-002789,2016-2017,2016-02,2016-02,12.0,Structured Courses/Training Events,Education,MK,??? - ? Unknown ?,Female,Staff,No,No,No,50,MK,Skopje,SUGS Gimnazija Orce Nikolov,-,FR,SEVRES,CENTRE INTERNATIONAL D'ETUDES PEDAGOGIQUES - CIEP,-,1.0
2014-1-BG01-KA105-000629,2014-2015,2014-09,2014-10,12.0,Youth Exchanges - Programme Countries,? Unknown ?,BG,??? - ? Unknown ?,Male,Learner,No,Yes,No,21,BG,Plovdiv,Sega Association,-,BG,Plovdiv,Sega Association,-,2.0
2015-1-AT01-KA103-004757,2015-2016,2015-08,2016-01,143.0,Student mobility for studies between Programme Countries,Medical diagnostic and treatment technology,AT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25,AT,WIEN,TECHNISCHE UNIVERSITAET WIEN,A  WIEN02,DK,KGS LYNGBY,DANMARKS TEKNISKE UNIVERSITET,DK LYNGBY01,1.0
